Player & Team,Player,Team,Pos,TOI,PDO,ZSR,G/60,d ixGF,iCF/60,iSh%,A1/60,sA1,GA/60,d xGA,CA/60,PP Sample Size,Poss Entry Rate,Poss Entry %,Poss Exits Rate,Poss Exit %,Entries Denied Rate,Denial %,Avg
JORDAN.WEAL.PHI,JORDAN WEAL (PHI),PHI,F,4,4,5,3,3,4,4,5,4,6,5,6,10,5,5,5,5,,,5
JOSH.BAILEY.NYI,JOSH BAILEY (NYI),NYI,F,7,7,6,5,6,3,6,7,5,3,6,2,7,2,3,5,6,,,5
JOSH.MORRISSEY.WPG,JOSH MORRISSEY (WPG),WPG,D,5,5,5,7,8,4,8,5,5,4,3,4,6,3,3,0,6,6,6,5
JUSTIN.ABDELKADER.DET,JUSTIN ABDELKADER (DET),DET,F,6,5,6,5,5,4,7,4,4,4,5,6,5,5,5,4,6,,,5
JUSTIN.BRAUN.SJS,JUSTIN BRAUN (SJS),SJS,D,6,5,2,3,4,5,3,10,5,5,6,3,5,6,3,5,6,5,8,5
JUSTIN.SCHULTZ.PIT,JUSTIN SCHULTZ (PIT),PIT,D,4,6,5,5,6,5,5,6,8,5,5,4,5,3,8,4,3,8,4,5
KEVAN.MILLER.BOS,KEVAN MILLER (BOS),BOS,D,4,5,7,3,5,3,4,5,4,7,5,9,4,8,7,5,4,4,4,5
KEVIN.SHATTENKIRK.NYR,KEVIN SHATTENKIRK (NYR),NYR,D,5,3,9,3,4,4,4,5,4,3,4,4,9,6,5,8,4,4,4,5
KYLE.OKPOSO.BUF,KYLE OKPOSO (BUF),BUF,F,7,4,6,4,4,5,4,5,4,4,3,6,4,7,3,7,7,,,5
LOGAN.COUTURE.SJS,LOGAN COUTURE (SJS),SJS,F,7,4,5,8,8,6,8,4,5,3,3,3,4,5,5,5,2,,,5
LOUI.ERIKSSON.VAN,LOUI ERIKSSON (VAN),VAN,F,6,4,6,6,6,4,5,6,6,4,4,5,3,4,6,4,4,,,5
MACKENZIE.WEEGAR.FLA,MACKENZIE WEEGAR (FLA),FLA,D,2,4,6,4,5,5,4,4,2,8,8,6,2,9,3,9,7,5,6,5
MARCUS.JOHANSSON.NJD,MARCUS JOHANSSON (NJD),NJD,F,5,2,5,5,7,2,7,6,4,1,1,6,4,4,5,7,7,,,5
MATT.DUCHENE.OTT,MATT DUCHENE (OTT),OTT,F,7,5,4,4,4,5,4,6,7,5,5,3,2,4,6,4,7,,,5
MATT.GRZELCYK.BOS,MATT GRZELCYK (BOS),BOS,D,3,9,8,4,4,6,4,5,5,10,8,10,2,6,2,5,6,0,1,5
MATT.IRWIN.NSH,MATT IRWIN (NSH),NSH,D,1,7,5,6,6,8,5,5,2,6,5,6,4,6,4,6,4,6,7,5
MATT.NISKANEN.WSH,MATT NISKANEN (WSH),WSH,D,7,9,4,5,4,8,4,6,5,6,8,5,4,6,4,6,7,1,3,5
MATTIAS.JANMARK.DAL,MATTIAS JANMARK (DAL),DAL,F,6,4,5,6,7,5,6,5,3,4,3,6,5,5,5,4,3,,,5
MICHAEL.GRABNER.NYR,MICHAEL GRABNER (NYR),NYR,F,5,8,3,9,7,6,8,3,3,7,9,1,8,3,5,4,6,,,5
MIKA.ZIBANEJAD.NYR,MIKA ZIBANEJAD (NYR),NYR,F,7,2,6,6,6,6,5,3,7,2,3,4,8,3,7,5,4,,,5
MIKE.HOFFMAN.OTT,MIKE HOFFMAN (OTT),OTT,F,7,4,6,5,6,7,4,4,5,3,5,3,6,5,7,4,4,,,5
MIKE.MATHESON.FLA,MIKE MATHESON (FLA),FLA,D,6,4,3,5,5,5,5,4,7,3,4,4,5,5,7,5,4,6,7,5
MIKKO.RANTANEN.COL,MIKKO RANTANEN (COL),COL,F,7,7,7,5,7,3,6,6,5,4,3,6,6,2,5,5,6,,,5
MILAN.LUCIC.EDM,MILAN LUCIC (EDM),EDM,F,6,6,6,4,4,5,5,5,5,5,6,5,5,6,4,6,6,,,5
NAIL.YAKUPOV.COL,NAIL YAKUPOV (COL),COL,F,2,9,6,6,7,4,6,4,4,6,4,6,4,3,8,6,4,,,5
NATE.SCHMIDT.VGK,NATE SCHMIDT (VGK),VGK,D,7,6,4,4,5,3,5,5,5,6,5,4,5,7,6,6,5,6,3,5
NICK.JENSEN.DET,NICK JENSEN (DET),DET,D,2,4,5,2,3,3,2,7,7,5,5,7,5,8,5,7,4,6,5,5
NIKITA.ZAITSEV.TOR,NIKITA ZAITSEV (TOR),TOR,D,7,8,4,8,9,5,10,7,2,6,8,2,6,2,3,6,4,5,3,5
NIKLAS.KRONWALL.DET,NIKLAS KRONWALL (DET),DET,D,4,4,9,3,5,1,5,3,7,5,5,7,5,2,6,2,9,5,3,5
NOEL.ACCIARI.BOS,NOEL ACCIARI (BOS),BOS,F,3,3,3,6,7,3,8,3,3,7,5,8,3,3,5,5,8,,,5
OLIVER.EKMAN-LARSSON.ARI,OLIVER EKMAN-LARSSON (ARI),ARI,D,8,1,4,5,4,7,5,4,7,2,2,6,4,5,8,6,4,2,4,5
PATRICK.MARLEAU.TOR,PATRICK MARLEAU (TOR),TOR,F,6,6,3,8,7,6,6,4,4,4,5,4,7,4,4,5,2,,,5
PAUL.STASTNY.STL,PAUL STASTNY (STL),STL,F,7,4,7,5,5,4,5,6,6,5,4,7,5,2,4,1,5,,,5
RADEK.FAKSA.DAL,RADEK FAKSA (DAL),DAL,F,4,9,1,7,8,4,7,5,6,8,7,8,5,5,3,3,3,,,5
REMI.ELIE.DAL,REMI ELIE (DAL),DAL,F,2,5,3,4,4,4,5,6,5,7,5,7,4,5,4,6,7,,,5
RILEY.NASH.BOS,RILEY NASH (BOS),BOS,F,5,6,4,4,3,4,4,7,3,7,6,7,4,6,3,9,5,,,5
RYAN.JOHANSEN.NSH,RYAN JOHANSEN (NSH),NSH,F,7,5,6,3,3,2,4,5,10,6,7,6,7,3,5,3,5,,,5
RYAN.MCDONAGH.NYR,RYAN MCDONAGH (NYR),NYR,D,8,7,3,3,2,3,3,7,5,4,6,3,10,4,8,5,6,4,7,5
RYAN.PULOCK.NYI,RYAN PULOCK (NYI),NYI,D,3,4,5,5,4,8,4,9,4,1,2,4,4,10,4,4,6,5,7,5
SAM.BENNETT.CGY,SAM BENNETT (CGY),CGY,F,4,5,6,5,3,8,4,5,3,5,6,2,5,5,8,6,7,,,5
SAM.REINHART.BUF,SAM REINHART (BUF),BUF,F,5,4,5,3,4,4,4,3,8,5,5,7,4,9,4,5,7,,,5
SAMUEL.GIRARD.COL,SAMUEL GIRARD (COL),COL,D,3,6,8,2,3,3,2,3,6,4,3,5,3,7,6,4,7,6,7,5
SCOTT.LAUGHTON.PHI,SCOTT LAUGHTON (PHI),PHI,F,3,2,4,5,4,5,4,4,5,5,3,9,10,5,5,4,2,,,5
SONNY.MILANO.CBJ,SONNY MILANO (CBJ),CBJ,F,2,4,5,9,10,3,10,4,5,3,3,5,4,3,3,7,5,,,5
STEPHEN.JOHNS.DAL,STEPHEN JOHNS (DAL),DAL,D,4,6,4,7,7,6,6,3,3,7,6,6,4,3,4,7,4,7,4,5
THOMAS.VANEK.VAN,THOMAS VANEK (VAN),VAN,F,4,6,7,7,7,4,7,8,6,4,6,2,4,4,5,5,5,,,5
TIMO.MEIER.SJS,TIMO MEIER (SJS),SJS,F,4,4,6,6,4,9,5,1,3,5,5,5,4,5,5,2,9,,,5
TJ.BRODIE.CGY,TJ BRODIE (CGY),CGY,D,8,5,5,3,4,4,3,2,6,5,6,4,6,5,5,8,7,6,6,5
TOMAS.HERTL.SJS,TOMAS HERTL (SJS),SJS,F,7,2,5,4,1,6,4,6,6,3,3,5,5,5,5,5,4,,,5
TRAVIS.SANHEIM.PHI,TRAVIS SANHEIM (PHI),PHI,D,2,1,7,4,3,7,4,5,5,2,1,8,10,5,5,3,5,5,4,5
TYLER.BOZAK.TOR,TYLER BOZAK (TOR),TOR,F,5,6,7,5,5,4,5,6,5,5,5,6,6,2,6,4,5,,,5
TYLER.ENNIS.MIN,TYLER ENNIS (MIN),MIN,F,3,5,5,5,4,6,4,3,2,6,4,5,4,6,4,7,7,,,5
TYLER.SEGUIN.DAL,TYLER SEGUIN (DAL),DAL,F,8,6,4,6,5,7,5,5,4,4,4,4,6,2,6,2,4,,,5
VINCE.DUNN.STL,VINCE DUNN (STL),STL,D,3,5,7,5,5,7,4,2,4,6,5,7,4,3,9,6,4,5,7,5
VINCENT.TROCHECK.FLA,VINCENT TROCHECK (FLA),FLA,F,9,4,3,4,4,7,3,5,5,2,4,2,5,8,7,7,4,,,5
ZDENO.CHARA.BOS,ZDENO CHARA (BOS),BOS,D,7,7,5,6,5,7,6,5,4,8,7,8,5.0,2,1,5,3,3,5,5
AARON.EKBLAD.FLA,AARON EKBLAD (FLA),FLA,D,7,4,3,8,6,7,6,3,2,3,5,2,5,5,4,3,5,5,7,4.5
ADAM.PELECH.NYI,ADAM PELECH (NYI),NYI,D,4,7,2,3,3,5,3,6,6,5,5,3,6,6,3,5,6,4,4,4.5
ALEX.EDLER.VAN,ALEX EDLER (VAN),VAN,D,7,4,5,3,3,6,3,5,9,5,7,4,3,3,5,5,6,4,1,4.5
ALEX.IAFALLO.LAK,ALEX IAFALLO (LAK),LAK,F,5,6,5,3,3,5,3,4,4,6,6,7,5,6,4,1,5,,,4.5
ALEX.PETROVIC.FLA,ALEX PETROVIC (FLA),FLA,D,2,3,7,2,2,4,2,6,6,4,4,7,4,6,8,2,3,1,8,4.5
ALEX.STEEN.STL,ALEX STEEN (STL),STL,F,7,3,5,3,4,5,3,5,3,4,3,7,3,5,5,3,3,,,4.5
ALEXEI.EMELIN.NSH,ALEXEI EMELIN (NSH),NSH,D,4,8,3,3,5,2,4,6,5,9,10,4,6,6,2,5,5,4,3,4.5
ANDREW.MACDONALD.PHI,ANDREW MACDONALD (PHI),PHI,D,5,7,1,5,6,4,5,2,4,8,8,4,9,3,4,6,5,4,4,4.5
ANTHONY.BEAUVILLIER.NYI,ANTHONY BEAUVILLIER (NYI),NYI,F,4,5,5,8,7,6,8,2,4,1,2,1,5,4,5,5,6,,,4.5
ANTHONY.DUCLAIR.ARI,ANTHONY DUCLAIR (ARI),ARI,F,4,4,5,6,6,5,6,4,3,5,6,2,2,6,4,2,9,,,4.5
ANTOINE.ROUSSEL.DAL,ANTOINE ROUSSEL (DAL),DAL,F,3,6,3,5,3,5,5,7,5,7,5,8,4,7,3,1,3,,,4.5
ARTEM.ANISIMOV.CHI,ARTEM ANISIMOV (CHI),CHI,F,6,5,6,5,4,5,5,3,4,6,8,2,5,3,5,4,6,,,4.5
BEN.LOVEJOY.NJD,BEN LOVEJOY (NJD),NJD,D,3,6,1,4,4,5,4,5,6,9,7,8,2,6,5,6,3,4,1,4.5
BENOIT.POULIOT.BUF,BENOIT POULIOT (BUF),BUF,F,4,2,5,7,8,3,8,4,6,3,3,3,4,1,5,5,3,,,4.5
BLAKE.COLEMAN.NJD,BLAKE COLEMAN (NJD),NJD,F,4,5,2,4,2,7,4,4,2,5,4,7,5,6,3,8,4,,,4.5
BRANDON.DUBINSKY.CBJ,BRANDON DUBINSKY (CBJ),CBJ,F,6,6,2,4,3,3,4,6,7,6,7,3,7,4,5,3,6,,,4.5
BRANDON.SUTTER.VAN,BRANDON SUTTER (VAN),VAN,F,6,6,1,3,4,4,3,2,5,7,7,6,2,6,4,7,5,,,4.5
BRAYDEN.MCNABB.VGK,BRAYDEN MCNABB (VGK),VGK,D,5,6,5,5,5,4,5,4,2,5,4,6,5,3,4,2,3,8,4,4.5
BRAYDON.COBURN.TBL,BRAYDON COBURN (TBL),TBL,D,3,6,2,4,4,5,4,8,4,7,6,5,5,5,2,3,4,4,6,4.5
BRENDAN.LEIPSIC.VGK,BRENDAN LEIPSIC (VGK),VGK,F,3,5,6,3,3,6,3,8,5,5,4,3,3,5,6,4,4,,,4.5
BRETT.CONNOLLY.WSH,BRETT CONNOLLY (WSH),WSH,F,3,8,6,8,9,5,10,3,3,3,6,4,4,5,3,2,6,,,4.5
BRETT.RITCHIE.DAL,BRETT RITCHIE (DAL),DAL,F,2,6,4,4,3,7,3,2,4,8,6,10,3,4,2,5,3,,,4.5
BROCK.NELSON.NYI,BROCK NELSON (NYI),NYI,F,4,5,6,6,6,5,6,2,4,4,5,3,6,5,5,4,5,,,4.5
BRYAN.LITTLE.WPG,BRYAN LITTLE (WPG),WPG,F,6,6,6,5,6,3,6,4,4,6,5,5,6,1,5,2,4,,,4.5
CARL.SODERBERG.COL,CARL SODERBERG (COL),COL,F,6,6,1,3,4,5,3,5,5,8,7,4,5,5,7,5,2,,,4.5
CHANDLER.STEPHENSON.WSH,CHANDLER STEPHENSON (WSH),WSH,F,3,7,3,5,7,0,10,6,6,7,7,4,3,4,7,0,5,,,4.5
CHARLIE.COYLE.MIN,CHARLIE COYLE (MIN),MIN,F,6,5,4,4,5,4,5,6,5,5,4,3,4,5,4,5,5,,,4.5
CHRISTIAN.FISCHER.ARI,CHRISTIAN FISCHER (ARI),ARI,F,5,4,3,4,3,5,3,4,7,4,4,3,3,7,4,6,3,,,4.5
CHRISTIAN.FOLIN.LAK,CHRISTIAN FOLIN (LAK),LAK,D,2,3,6,6,7,3,7,5,5,6,5,6,3,2,5,5,3,5,4,4.5
CLAYTON.KELLER.ARI,CLAYTON KELLER (ARI),ARI,F,7,3,7,5,6,4,6,4,5,2,4,3,4,5,6,2,6,,,4.5
CODY.EAKIN.VGK,CODY EAKIN (VGK),VGK,F,5,4,5,5,5,4,6,3,4,4,4,4,5,5,4,5,5,,,4.5
COLIN.WILSON.COL,COLIN WILSON (COL),COL,F,4,5,4,4,4,2,4,5,6,6,5,5,3,4,8,5,4,,,4.5
COLTON.SCEVIOUR.FLA,COLTON SCEVIOUR (FLA),FLA,F,4,4,4,6,5,7,5,3,4,6,5,4,3,6,4,6,3,,,4.5
CONNOR.BRICKLEY.FLA,CONNOR BRICKLEY (FLA),FLA,F,3,4,5,5,5,5,4,6,6,3,3,3,4,5,3,6,3,,,4.5
CONNOR.BROWN.TOR,CONNOR BROWN (TOR),TOR,F,5,4,5,6,6,4,7,5,7,1,2,4,6,4,2,3,6,,,4.5
COREY.PERRY.ANA,COREY PERRY (ANA),ANA,F,6,6,5,4,5,4,4,8,3,2,3,1,5,6,5,6,3,,,4.5
DALE.WEISE.PHI,DALE WEISE (PHI),PHI,F,2,4,7,5,7,2,6,4,3,6,7,3,8,4,4,4,4,,,4.5
DAN.GIRARDI.TBL,DAN GIRARDI (TBL),TBL,D,3,9,4,6,7,4,7,4,4,8,6,4,6,4,2,4,5,8,2,4.5
DAN.HAMHUIS.DAL,DAN HAMHUIS (DAL),DAL,D,5,4,3,3,4,3,4,4,5,5,2,8,5,4,2,6,5,4,7,4.5
DANIEL.WINNIK.MIN,DANIEL WINNIK (MIN),MIN,F,4,6,4,4,5,3,5,3,5,6,5,3,5,5,4,5,4,,,4.5
DANNY.DEKEYSER.DET,DANNY DEKEYSER (DET),DET,D,5,6,4,5,6,3,6,2,3,7,7,5,5,5,5,3,1,7,7,4.5
DARREN.HELM.DET,DARREN HELM (DET),DET,F,5,4,4,2,4,5,2,6,4,5,5,5,5,7,5,4,4,,,4.5
DAVID.DESHARNAIS.NYR,DAVID DESHARNAIS (NYR),NYR,F,4,5,7,3,5,1,5,7,4,3,5,3,8,3,6,4,4,,,4.5
DEREK.STEPAN.ARI,DEREK STEPAN (ARI),ARI,F,8,4,5,4,4,6,3,4,6,4,5,3,4,4,6,5,4,,,4.5
DERRICK.POULIOT.VAN,DERRICK POULIOT (VAN),VAN,D,4,1,8,4,4,3,4,3,9,2,2,6,3,4,6,4,5,4,4,4.5
DEVANTE.SMITH-PELLY.WSH,DEVANTE SMITH-PELLY (WSH),WSH,F,3,5,4,5,5,7,5,6,4,4,6,1,4,5,4,6,4,,,4.5
DEVIN.SHORE.DAL,DEVIN SHORE (DAL),DAL,F,5,2,4,4,3,4,5,4,5,3,2,5,5,6,6,4,5,,,4.5
DMITRIJ.JASKIN.STL,DMITRIJ JASKIN (STL),STL,F,3,5,2,4,4,6,3,5,3,6,4,8,4,6,3,5,2,,,4.5
DREW.STAFFORD.NJD,DREW STAFFORD (NJD),NJD,F,5,1,5,4,3,5,3,2,3,2,2,6,4,5,5,6,6,,,4.5
DUSTIN.BYFUGLIEN.WPG,DUSTIN BYFUGLIEN (WPG),WPG,D,7,5,5,3,2,6,3,2,6,6,5,6,5,4,6,3,4,2,5,4.5
ERIK.HAULA.VGK,ERIK HAULA (VGK),VGK,F,6,5,6,6,6,6,6,4,3,2,2,4,5,4,6,4,3,,,4.5
FRANCOIS.BEAUCHEMIN.ANA,FRANCOIS BEAUCHEMIN (ANA),ANA,D,4,7,7,5,6,4,5,3,4,7,8,1,5,2,3,3,1,7,7,4.5
FRANS.NIELSEN.DET,FRANS NIELSEN (DET),DET,F,5,5,4,5,6,4,5,3,4,5,5,6,6,3,6,5,4,,,4.5
GREG.PATERYN.DAL,GREG PATERYN (DAL),DAL,D,5,5,2,3,4,5,4,3,3,6,3,8,4,4,3,4,5,8,3,4.5
GUSTAV.FORSLING.CHI,GUSTAV FORSLING (CHI),CHI,D,5,4,6,4,3,7,3,3,2,1,4,4,5,4,5,6,5,6,4,4.5
HAYDN.FLEURY.CAR,HAYDN FLEURY (CAR),CAR,D,3,5,8,2,3,5,2,3,4,8,9,4,3,7,4,3,5,5,4,4.5
IAN.COLE.PIT,IAN COLE (PIT),PIT,D,4,2,5,5,5,6,5,4,5,2,3,6,4,3,0,8,3,6,2,4.5
J.T..COMPHER.COL,J.T. COMPHER (COL),COL,F,6,3,4,5,5,6,4,3,3,5,5,5,5,5,5,3,3,,,4.5
JACK.JOHNSON.CBJ,JACK JOHNSON (CBJ),CBJ,D,5,4,3,4,5,3,5,4,5,3,4,3,7,3,7,4,7,6,4,4.5
JAKE.DOTCHIN.TBL,JAKE DOTCHIN (TBL),TBL,D,3,8,5,7,8,4,8,6,5,6,5,6,5,3,2,2,1,5,5,4.5
JAKE.MCCABE.BUF,JAKE MCCABE (BUF),BUF,D,5,3,6,4,6,2,5,5,4,4,3,6,4,3,4,7,5,3,6,4.5
JAMIE.OLEKSIAK.PIT,JAMIE OLEKSIAK (PIT),PIT,D,4,5,3,6,6,5,5,2,4,4,4,5,1,5,8,7,1,8,1,4.5
JAMIE.OLEKSIAK.TOT,JAMIE OLEKSIAK (TOT),TOT,D,3,4,4,6,6,4,6,3,4,4,4,4,3,5,6,10,0,2,2,4.5
JASON.POMINVILLE.BUF,JASON POMINVILLE (BUF),BUF,F,5,3,8,5,6,5,5,3,4,2,3,5,4,3,4,3,4,,,4.5
JEAN-GABRIEL.PAGEAU.OTT,JEAN-GABRIEL PAGEAU (OTT),OTT,F,5,5,3,4,5,4,5,3,5,5,6,1,5,5,5,9,5,,,4.5
JESPER.FAST.NYR,JESPER FAST (NYR),NYR,F,4,6,3,7,7,2,10,5,3,4,5,3,7,3,3,3,6,,,4.5
JIMMY.HAYES.NJD,JIMMY HAYES (NJD),NJD,F,3,8,4,4,5,3,5,6,3,7,7,3,3,5,4,7,4,,,4.5
JOE.MORROW.MTL,JOE MORROW (MTL),MTL,D,3,4,8,7,7,5,6,2,4,8,10,1,3,3,7,1,8,6,3,4.5
JOHNNY.BOYCHUK.NYI,JOHNNY BOYCHUK (NYI),NYI,D,6,5,6,5,4,10,4,3,3,4,4,4,6,6,2,3,2,6,1,4.5
JUSSI.JOKINEN.EDM,JUSSI JOKINEN (EDM),EDM,F,3,0,6,1,0,7,1,1,7,7,3,8,2,7,4,7,3,,,4.5
KARL.ALZNER.MTL,KARL ALZNER (MTL),MTL,D,5,3,4,3,5,3,3,4,3,4,3,6,7,5,2,3,4,6,6,4.5
KEVIN.LABANC.SJS,KEVIN LABANC (SJS),SJS,F,4,3,7,3,4,6,3,5,3,4,4,6,4,4,3,3,5,,,4.5
KEVIN.ROY.ANA,KEVIN ROY (ANA),ANA,F,4,7,4,6,7,3,9,3,4,8,9,3,2,4,1,7,2,,,4.5
LANCE.BOUMA.CHI,LANCE BOUMA (CHI),CHI,F,2,6,4,4,3,3,4,4,2,7,6,5,5,5,4,4,8,,,4.5
MARK.BARBERIO.COL,MARK BARBERIO (COL),COL,D,3,6,2,5,5,6,5,5,2,7,6,5,4,5,2,10,5,4,4,4.5
MARK.LETESTU.EDM,MARK LETESTU (EDM),EDM,F,4,1,4,4,5,3,6,3,6,1,1,4,4,3,5,8,5,,,4.5
MARTIN.FRK.DET,MARTIN FRK (DET),DET,F,2,6,7,5,7,3,7,3,6,4,6,7,4,1,5,1,6,,,4.5
MATT.CALVERT.CBJ,MATT CALVERT (CBJ),CBJ,F,4,4,4,5,4,4,5,4,4,2,3,3,5,4,6,4,6,,,4.5
MATT.NIETO.COL,MATT NIETO (COL),COL,F,4,6,2,6,7,2,8,6,5,5,5,3,4,6,4,4,4,,,4.5
MAX.DOMI.ARI,MAX DOMI (ARI),ARI,F,6,3,6,2,2,5,2,6,9,1,3,1,4,6,4,8,4,,,4.5
MICHAEL.DEL ZOTTO.VAN,MICHAEL DEL ZOTTO (VAN),VAN,D,6,4,5,4,4,4,4,4,7,2,3,3,4,5,4,6,4,6,5,4.5
MIKE.CAMMALLERI.EDM,MIKE CAMMALLERI (EDM),EDM,F,4,2,5,3,4,5,3,6,6,4,2,7,3,3,4,7,5,,,4.5
MIKE.CAMMALLERI.LAK,MIKE CAMMALLERI (LAK),LAK,F,3,7,4,4,3,5,4,7,2,6,7,1,2,6,2,8,6,,,4.5
MIKE.CAMMALLERI.TOT,MIKE CAMMALLERI (TOT),TOT,F,4,4,5,3,4,5,3,6,4,4,4,5,4,4,3,7,6,,,4.5
MIKKEL.BOEDKER.SJS,MIKKEL BOEDKER (SJS),SJS,F,3,5,6,4,4,4,4,5,4,7,7,5,4,6,4,4,5,,,4.5
MIKKO.KOIVU.MIN,MIKKO KOIVU (MIN),MIN,F,7,4,3,3,4,5,3,4,4,6,3,7,5,3,3,3,4,,,4.5
NATHAN.BEAULIEU.BUF,NATHAN BEAULIEU (BUF),BUF,D,3,2,5,4,5,5,4,5,5,2,1,7,3,3,9,6,2,5,2,4.5
NICK.COUSINS.ARI,NICK COUSINS (ARI),ARI,F,3,4,3,5,6,4,5,2,5,5,4,5,3,8,5,6,7,,,4.5
NICK.FOLIGNO.CBJ,NICK FOLIGNO (CBJ),CBJ,F,7,4,5,3,4,3,4,3,4,6,6,6,8,4,3,5,5,,,4.5
NICK.SHORE.LAK,NICK SHORE (LAK),LAK,F,5,3,3,2,2,3,3,5,10,5,4,7,4,3,6,6,4,,,4.5
NICOLAS.DESLAURIERS.MTL,NICOLAS DESLAURIERS (MTL),MTL,F,3,8,5,9,9,6,8,3,2,9,8,5,3,5,1,4,2,,,4.5
NIKITA.ZADOROV.COL,NIKITA ZADOROV (COL),COL,D,5,5,2,6,6,6,7,5,2,5,4,5,4,6,6,5,3,2,5,4.5
